Drug_ID	Drug	Y
"Drug 26978"	"Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCC(=O)c3ccccc3)OCC(=O)c3ccccc3)O2)c(=O)[nH]c1=O"	1
"Drug 26979"	"Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCC(=O)c3ccco3)OCC(=O)c3ccco3)O2)c(=O)[nH]c1=O"	1
"Drug 26980"	"CCCCCCC(=O)COP(=O)(OCC(=O)CCCCCC)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-]"	1
"Drug 26981"	"CCOP(=O)(OCC)C(F)(F)CC1CCCCC1"	0
"Drug 26982"	"CCOP(=O)(OCC)C(F)(F)Cc1cnc(C)c2c1COC(C)(C)O2"	0
"Drug 26983"	"O=C1COc2ccc([N+](=O)[O-])cc2C(=O)C1"	0
"Drug 26984"	"Cc1nc2[nH]ncn2c(=O)c1CCO"	0
"Drug 26985"	"Cc1nc2[nH]ncn2c(=O)c1CCCl"	0
"Drug 26986"	"COc1cccc(NC(C)=C2CCOC2=O)c1"	0
"Drug 26987"	"O=c1c2c([nH]c3nccn13)CCCC2"	0
"Drug 26988"	"Cc1cc(=O)n2ccnc2[nH]1"	0
"Drug 26989"	"O=c1cc(-c2ccccc2)[nH]c2nccn12"	0
"Drug 26990"	"CC1=Nc2nc(Cl)cn2C(=O)C1(Cl)Cl"	0
"Drug 26991"	"CCCCC(=O)c1c(O)nc2sccn2c1=O"	0
"Drug 26992"	"O=C(Nc1nccs1)c1c(O)nc2sccn2c1=O"	0
"Drug 26993"	"O=C(Nc1ccccc1F)c1c(O)nc2sccn2c1=O"	0
"Drug 26994"	"O=C1OCC(Cc2ccc(O)c(O)c2)C1Cc1ccc(O)c(O)c1"	0
"Drug 26995"	"CCOC(=O)C12CCC(c3c(C)cccc3C)(O1)C(C(=O)OC)=C2C(=O)OC"	0
"Drug 26996"	"CC(=O)CC(=O)N1CCOC1=O"	0
"Drug 26997"	"CC(=O)C(=[N+]=[N-])C(=O)N1CCOC1=O"	0
"Drug 26998"	"C=CCCCC1(C)CCCCNC1=O"	0
"Drug 26999"	"O=C(OC(=C(c1ccccc1)c1ccccc1)N1CCCC1=S)C(c1ccccc1)c1ccccc1"	0
"Drug 27000"	"CC1(CCCC2(C)CCNC2=O)OCCO1"	0
"Drug 27001"	"C=CCCC1CCCCNC1=S"	0
"Drug 27002"	"[N-]=[N+]=CC(=O)C1CCN(c2ccccc2)C1=O"	0
"Drug 27003"	"C=CCc1ccccc1C1CC2(C(=O)OC)OC1C(C(=O)OC)=C2C(=O)OC"	1
"Drug 27004"	"C=CCOC(=O)C1C2OC3(C(C(=O)OC)=C2C(=O)OC)c2ccccc2CCC13"	0
"Drug 27005"	"C=CCCC1(CC(Sc2ccccc2)P(=O)(c2ccccc2)c2ccccc2)OCCO1"	0
"Drug 27006"	"COC(=O)C1=C(C(=O)OC)C2(C)CCC(=O)C1O2"	0
"Drug 27007"	"CON=C(C)CCC#Cc1ccccc1C(=O)OC"	0
"Drug 27008"	"CN(CC#N)C(=O)Cc1ccc([N+](=O)[O-])cc1"	0
"Drug 27009"	"COC(=O)c1ccccc1C#CCCCOS(C)(=O)=O"	0
"Drug 27010"	"CCOC(=O)C1C(=O)CC1(C)C"	0
"Drug 27011"	"[N-]=[N+]=CC(=O)C1CCCN1C(=O)c1ccccc1"	0
"Drug 27012"	"CC(=O)C(=[N+]=[N-])C(=O)OC(C)(C)C#N"	0
"Drug 27013"	"C#CCOC(=O)C(=[N+]=[N-])C(=O)CC(C)C"	0
"Drug 27014"	"CC(=O)C(=[N+]=[N-])C(=O)NCC#N"	0
"Drug 27015"	"COC(=O)C1(CCC(=O)N(C)c2ccccc2)NNC2C(=O)N(c3ccccc3)C(=O)C21"	0
"Drug 27016"	"C=C(O)c1ccccc1C#Cc1ccccc1C(=O)OC"	0
"Drug 27017"	"COC(=O)CCC1=NCC(C)(C)O1"	0
"Drug 27018"	"COC(=O)c1ccccc1C#CC#Cc1ccccc1C(=O)OC"	0
"Drug 27019"	"COC(=O)C=CCC(=O)NS(C)(=O)=O"	0
"Drug 27020"	"CCOC(=O)C12OC(CCC1=O)C(C(=O)OC)=C2C(=O)OC"	0
"Drug 27021"	"O=C1C2C(C(=O)N1c1ccccc1)C1(c3ccccc3)CCC2(C(=O)c2ccccc2)O1"	0
"Drug 27022"	"C=CCC1(C)CCCN(Cc2ccccc2)C1=O"	0
"Drug 27023"	"COc1cc(O)c2c(c1)OC(C)C(C)C2=O"	0
"Drug 27024"	"CCCc1cc(=O)oc2c3c(cc(OC)c12)OC(C)C(C)C3=O"	0
"Drug 27025"	"Cc1cn(C2CC(F)C(COC(=O)CCCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O"	1
"Drug 27026"	"COCCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1F"	1
"Drug 27027"	"CCSCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1F"	1
"Drug 27028"	"O=C(O)CCCCCCCCCCCI"	1
"Drug 27029"	"CC1(C)CC(=O)C(C(CC(c2ccccc2)c2cc3c(cc2O)OCO3)C2=C(O)CC(C)(C)CC2=O)=C(O)C1"	0
"Drug 27030"	"CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2CC(c1ccccc1)c1ccc(O)c(O)c1O"	0
"Drug 27031"	"FC(F)C(F)(F)N1c2ccccc2Sc2ccccc21"	0
"Drug 27032"	"CON(C)c1nc(N)c(C#N)c(C#N)c1C#N"	0
"Drug 27033"	"CON(C)c1nc(N(C)OC)nc(N(C)OC)n1"	0
"Drug 27034"	"C[N+](C)(N)c1nc(N)c(C#N)c(C#N)c1C#N.[Cl-]"	0
"Drug 27035"	"COc1cc(NN=CC#N)cc(OC)c1OC"	0
"Drug 27036"	"CC(C)(CCCCC(C)(C)C1NC(=O)N1)C1NC(=O)N1"	0
"Drug 27037"	"COCCCNc1nc(N)c(C#N)c(C#N)c1C#N"	0
"Drug 27038"	"N#Cc1c(N)nc(Nc2cccc3ccccc23)c(C#N)c1C#N"	0
"Drug 27039"	"CON(C)C(C#N)=C(C#N)C#N"	0
"Drug 27040"	"CNC(=O)OC(C)CN1c2ccccc2Sc2ccc(Cl)cc21"	0
"Drug 27041"	"OCC1COc2cc(Cl)c(Cl)cc2O1"	0
"Drug 27042"	"Clc1nc(Cl)nc(Nc2cccc3ccccc23)n1"	0
"Drug 27043"	"Br.COc1ccc(NC2=NCCO2)c2ccccc12"	0
"Drug 27044"	"OCCN1c2ccccc2Sc2ccc(Cl)cc21"	0
"Drug 27045"	"C[N+](C)(CCO)CCN1c2ccccc2Sc2ccccc21.[I-]"	0
"Drug 27046"	"N#CSCC1COc2ccccc2O1"	0
"Drug 27047"	"CCN(CC)CCN(C(=O)c1ccc(F)cc1)c1ccccc1N"	0
"Drug 27048"	"CCN(CC)CCNc1ccc(Cl)cc1N"	0
"Drug 27049"	"CCN(CCO)C(=O)C1(c2ccccc2)CCCCC1"	1
"Drug 27050"	"CCN(CC)CCNCc1cc(Cl)cc2c1OCOC2"	0
"Drug 27051"	"OCC(CO)CC1COc2ccccc2O1"	0
"Drug 27052"	"N=c1[nH]c2ccc3ccccc3c2[nH]1"	0
"Drug 27053"	"Br.c1ccc2c(CCNC3=NCCO3)cccc2c1"	0
"Drug 27054"	"CCOC(=O)N1CCN(C(=O)Nc2cccc3ccccc23)CC1"	0
"Drug 27055"	"Br.CC(C)(CCCCC(C)(C)NC1=NCCO1)NC1=NCCO1"	0
"Drug 27056"	"Br.CN(C1=NCCO1)c1cccc2ccccc12"	0
"Drug 27057"	"c1ccc(C(NC2=NCCO2)c2ccccc2)cc1"	0
"Drug 27058"	"CN(CCO)CCC1COc2ccccc2O1"	0
"Drug 27059"	"c1ccc(CSC(SCc2ccccc2)c2cccc3ccccc23)cc1"	0
"Drug 27060"	"FC(F)(F)c1nc2cc(Cl)c(SSc3cc4[nH]c(C(F)(F)F)nc4cc3Cl)cc2[nH]1"	0
"Drug 27061"	"CCN(CC)CCn1c(Cc2ccc(OC)c(OC)c2)nc2ccccc21.Cl"	0
"Drug 27062"	"CCN(CC)CCn1c(Cc2cccc(OC)c2)nc2ccccc21"	0
"Drug 27063"	"c1ccc(CSC2(SCc3ccccc3)CCCC2)cc1"	0
"Drug 27064"	"COc1ccc(N2C(=O)C(=O)N(C)C2=O)c2ccccc12"	0
"Drug 27065"	"COc1ccc(CN2C(=O)C(=O)N(C)C2=O)c2ccccc12"	0
"Drug 27066"	"CCN(CC)CCN1C(=O)C(=O)N(c2cccc3ccccc23)C1=O.Cl"	0
"Drug 27067"	"CN(C)N1C(=O)C(=O)N(c2cccc3ccccc23)C1=O"	0
"Drug 27068"	"COc1ccc(N2C(=O)C(=O)C3(CCCCC3)C2=O)c2ccccc12"	0
"Drug 27069"	"N#CCCC1C(C#N)C2(Cl)CC1(Cl)C(Cl)=C2Cl"	0
"Drug 27070"	"COc1ccc(N2C(=O)C3c4[nH]c5ccccc5c4C4CCCCCCCCCC4C3C2=O)cc1"	0
"Drug 27071"	"CCCCCCCC1C(C)c2c([nH]c3ccccc23)C2C(=O)N(c3ccc(OC)cc3)C(=O)C21"	0
"Drug 27072"	"COc1ccc(N2C(=O)C3c4[nH]c5ccccc5c4C4CCCCCCCC4C3C2=O)cc1"	0
"Drug 27073"	"COc1cccc(N2C(=O)C3c4[nH]c5ccc(C)cc5c4C4CCC(C(C)(C)C)CC4C3C2=O)c1"	0
"Drug 27074"	"COc1ccc(N2C(=O)C3c4[nH]c5cccc(C)c5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27075"	"COc1ccc(N2C(=O)C3c4[nH]c5cc(C)ccc5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27076"	"COc1ccc(N2C(=O)C3c4[nH]c5c(C)cccc5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27077"	"COc1ccc(N2C(=O)C3c4[nH]c5ccc(F)cc5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27078"	"COc1ccc(N2C(=O)C3c4[nH]c5ccc(Br)cc5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27079"	"COc1ccc(N2C(=O)C3c4[nH]c5ccc(OCc6ccccc6)cc5c4C4CCC(C(C)(C)C)CC4C3C2=O)cc1"	0
"Drug 27080"	"CC(C)(C)C1CCC2c3c([nH]c4ccccc34)C3C(=O)N(c4ccc5c(c4)C(=O)c4ccccc4C5=O)C(=O)C3C2C1"	0
"Drug 27081"	"CC1=C2c3ccccc3N(C(=O)C=CC(=O)O)C2C2C(=O)OC(=O)C2C1"	0
"Drug 27082"	"O=Cc1cn(CCCCCCCCn2cc(C=O)c3ccccc32)c2ccccc12"	0
"Drug 27083"	"O=[N+]([O-])C=Cc1cn(CCCCCCCCn2cc(C=C[N+](=O)[O-])c3ccccc32)c2ccccc12"	0
"Drug 27084"	"O=C1C=CC(=O)c2c1ccc1c3ccccc3n(CCCCCCCCn3c4ccccc4c4ccc5c(c43)C(=O)C=CC5=O)c21"	0
"Drug 27085"	"O=c1ccc(=O)c2c1c1[nH]c3ccccc3c1c1c(=O)c3ccccc3c(=O)c21"	0
"Drug 27086"	"CCCCC1c2c([nH]c3ccccc23)C2C(=O)N(c3ccc(OC)cc3)C(=O)C2C1CCC"	0
"Drug 27087"	"COc1ccc2c(c1)C(=O)C(Nc1ccc(C=O)cc1)(OC)C(OC)(c1ccc([N+](=O)[O-])cc1)O2"	0
"Drug 27088"	"COC1(Nc2ccc(C=O)cc2)C(=O)c2ccccc2OC1(OC)c1ccc([N+](=O)[O-])cc1"	0
"Drug 27089"	"Cc1cc(CO)c(O)c(CN(CCO)CCO)c1"	0
"Drug 27090"	"Cc1cc(CO)c(O)c(CN(CC(=O)O)CC(=O)O)c1"	0
"Drug 27091"	"Cc1cc(CO)c(O)c(CNCc2cc(C)cc(CO)c2O)c1"	0
"Drug 27092"	"c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1"	0
"Drug 27093"	"c1ccc(CCN(CCc2ccccn2)CCc2ccccn2)nc1"	0
"Drug 27094"	"N#CC1C(=O)SC2c3ccccc3C(=O)c3ccccc3C12"	0
"Drug 27095"	"COc1cccc2c1[OH+][Cu-3]1(O)[O+]=C(c3ccccc3O)[N-][N+]1=C2"	0
"Drug 27096"	"COc1cccc(C=[N+]2[N-]C(c3ccncc3)=[O+][Cu+2]23(O)(O)([OH+]C(C)=O)[n+]2cccc4ccc5ccc[n+]3c5c42)c1"	0
"Drug 27097"	"CCCCCCCC=[N+]1[N-]C(c2ccncc2)=[O+][Ni-2]12[O+]=C(c1ccncc1)[N-][N+]2=CCCCCCCC"	0
"Drug 27098"	"COc1cccc2c1[OH+][Pd-2]1(O)[O+]=C(c3ccccc3O)[N-][N+]1=C2"	0
"Drug 27099"	"CC(=O)[OH+][Ni-4]1(O)(O)([n+]2ccccc2)[O+]=C(c2ccncc2)[N-][N+]1=Cc1ccoc1"	0
"Drug 27100"	"COc1cccc(C=[N+]2[N-]C(c3ccncc3)=[O+][Zn-4]2(O)(O)(O)[OH+]C(C)=O)c1"	0
"Drug 27101"	"CC(=O)[OH+][Ni-4]12(O)([O+]=C(c3ccncc3)[N-][N+]1=Cc1ccsc1)[n+]1cccc3ccc4ccc[n+]2c4c31"	0
"Drug 27102"	"O[Zn-2]12[O+]=C([N-][N+]1=Cc1ccccc1)c1ccccc1[OH+]2"	0
"Drug 27103"	"CCCCCCCC=[N+]1[N-]C(c2ccncc2)=[O+][Co+2]1(O)(O)(O)(O)[OH+]C(C)=O"	0
"Drug 27104"	"COc1cccc(C=[N+]2[N-]C(c3ccncc3)=[O+][Co-4]2(O)(O)([OH+]C(C)=O)[n+]2ccccc2)c1"	0
"Drug 27105"	"Cc1ccnc(NS(=O)(=O)c2ccc(N=Cc3ccccc3O)cc2)n1"	0
"Drug 27106"	"CC(=O)[OH+][Co-3]12([OH+]c3ccccc3C=[N+]1c1ccc(S(=O)(=O)Nc3nccc(C)n3)cc1)[OH+]c1ccccc1C=[N+]2c1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1"	0
"Drug 27107"	"CC(=O)[OH+][Cu-4]12([OH+]c3ccccc3C=[N+]1c1ccc(S(=O)(=O)Nc3nccc(C)n3)cc1)[OH+]c1ccccc1C=[N+]2c1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1"	0
"Drug 27108"	"CC(=O)[OH+][Cu-4]12(Oc3ccccc3C=[N+]1c1ccc(S(=O)(=O)Nc3ncccn3)cc1)Oc1ccccc1C=[N+]2c1ccc(S(=O)(=O)Nc2ncccn2)cc1"	0
"Drug 27109"	"CC(=O)[OH+][Co-3]12(Oc3ccccc3C=[N+]1c1ccc(S(=O)(=O)Nc3ncccn3)cc1)Oc1ccccc1C=[N+]2c1ccc(S(=O)(=O)Nc2ncccn2)cc1"	0
"Drug 27110"	"N#Cc1[nH]c(=O)n(-c2ccccc2)c1N"	0
"Drug 27111"	"N#Cc1[nH]c(=O)n(-c2ccc([N+](=O)[O-])cc2)c1N"	0
"Drug 27112"	"COc1ccc(-n2c(N)c(C#N)[nH]c2=O)cc1"	0
"Drug 27113"	"N#Cc1[nH]c(=O)n(-c2ccc(Cl)cc2)c1N"	0
"Drug 27114"	"N#Cc1[nH]c(=O)n(-c2cccc3ccccc23)c1N"	0
"Drug 27115"	"C=CCNc1nc2c(N)ncnc2s1"	0
"Drug 27116"	"C=CCNc1nc(C#N)c(N)s1"	0
"Drug 27117"	"N#Cc1nc(NC(=O)c2ccccc2)sc1N"	0
"Drug 27118"	"COc1ccc(C=C2C(=O)C(c3ccccc3)N(c3ccccc3)C2=O)cc1OC"	0
"Drug 27119"	"CCN(C=C1C(=O)C(c2ccccc2)N(c2ccccc2)C1=O)CC"	0
"Drug 27120"	"O=C1C(=Cc2ccc([N+](=O)[O-])cc2)C(=O)N(c2ccccc2)C1c1ccccc1"	1
"Drug 27121"	"O=C1C(C(c2ccccc2)N2CCOCC2)=C(O)C(c2ccccc2)N1c1ccccc1"	0
"Drug 27122"	"O=C1C(C(c2ccc([N+](=O)[O-])cc2)N2CCOCC2)=C(O)C(c2ccccc2)N1c1ccccc1"	0
"Drug 27123"	"CN(C)C(C1=C(O)C(c2ccccc2)N(c2ccccc2)C1=O)N1CCOCC1"	0
"Drug 27124"	"O=C1c2c[nH]nc2C(c2ccccc2)N1c1ccccc1"	0
"Drug 27125"	"CCOC(=O)C1(C(=O)OCC)CCC(C(OC)OC)C(CC(=O)OC)C1"	0
"Drug 27126"	"CCN1C(=O)CSC1=NNC(=O)C(O)(c1ccccc1)C1C=CC=CC1"	0
"Drug 27127"	"C=CCN1C(=O)CSC1=NNC(=O)C(O)(c1ccccc1)c1ccccc1"	0
"Drug 27128"	"Nc1ccc(C=Cc2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1.[NaH]"	1
"Drug 27129"	"CCCCCC=C(c1cc(Cl)c(O)c(C(=O)NO)c1)c1cc(Cl)c(O)c(C(=O)NO)c1"	0
"Drug 27130"	"CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(O)c(C(=O)NO)c5)c5cc(Cl)c(O)c(C(=O)NO)c5)CCC4(C)C3CCC12C"	0
"Drug 27131"	"O=C(NCCCCCN1CCC2(CCCCC2)CC1)C(c1ccccc1)C1CCCCC1.O=C(O)C(=O)O"	0
"Drug 27132"	"CC1CCN(CCCCCNC(=O)C(c2ccccc2)C2CCCCC2)CC(C)(C)C1"	0
"Drug 27133"	"O=C(O)C(=O)O.c1ccc(C(CNCCN2CCCCCC2)C2CCCCC2)cc1"	0
"Drug 27134"	"Cl.O=C(NCCCCCN1CCC2(CCCCC2)CC1)C(C1CCCCC1)C1CCCCC1"	0
"Drug 27135"	"Cl.O=C(NCCCN1CC2CCCC2C1)C(c1ccccc1)c1ccccc1"	0
"Drug 27136"	"Cl.O=C(NCCCCCCCN1CCCCCCC1)C(C1CCCCC1)C1CCCCC1"	0
"Drug 27137"	"Cl.O=C(NCCCN1CC2CCCC2C1)C(C1CCCCC1)C1CCCCC1"	0
"Drug 27138"	"Cl.O=C(NCCCCN1CC2CCCC2C1)C(C1CCCCC1)C1CCCCC1"	0
"Drug 27139"	"O=C(CC(c1ccccc1)c1ccccc1)NCCCCN1CCCCCCC1.O=C(O)C(=O)O"	0
"Drug 27140"	"CCC(C(=O)NC1CN2CCC1CC2)c1ccccc1"	0
"Drug 27141"	"CCc1ccccc1C(C(=O)NC1CN2CCC1CC2)c1ccsc1"	0
"Drug 27142"	"O=C(NC1CN2CCC1CC2)C(c1ccc(F)cc1)c1ccc(F)cc1"	0
"Drug 27143"	"COc1ccccc1C(C(=O)NC1CN2CCC1CC2)c1ccsc1"	0
"Drug 27144"	"Cl.O=C(NCCCCN1CCCC1)C(c1cc2ccccc2s1)C1CCCCC1"	0
"Drug 27145"	"O=C(NCCCCN1CCCCCC1)C1c2ccccc2-c2ccccc21"	0
"Drug 27146"	"O=C(NCCCCCCCN1CCCCCC1)C1c2ccccc2-c2ccccc21"	0
"Drug 27147"	"Br.c1ccc2c(c1)C(=NCCCN1CCCCCCC1)c1cccn1-2"	0
"Drug 27148"	"CCC1(O)N=C(c2ccccc2)c2ccccc2-n2cccc21"	0
"Drug 27149"	"CCOC(=O)C1(O)N=C(c2ccccc2)c2ccccc2-n2cccc21"	0
"Drug 27150"	"OC1(c2ccccc2)N=C(c2ccccc2)c2ccccc2-n2cccc21"	0
"Drug 27151"	"OC1(CN2CCCCC2)N=C(c2ccccc2)c2ccsc2-n2cccc21"	0
"Drug 27152"	"O=C(NCC1(O)N=C(c2ccc(F)cc2)c2ccsc2-n2cccc21)c1ccc(Cl)cc1Cl"	0
"Drug 27153"	"O=C(NCCN1CCOCC1)C1(O)N=C(c2ccccc2)c2ccsc2-n2cccc21"	0
"Drug 27154"	"Cl.OC1(CN2CCOCC2)N=C(c2ccccc2)c2ccsc2-n2cccc21"	0
"Drug 27155"	"CC1(C)NC(c2ccccc2)c2ccsc2-n2cccc21.Cl"	0
"Drug 27156"	"Cl.Fc1ccc(C2NC(c3ccc(Cl)cc3)c3cccn3-c3sccc32)cc1"	0
"Drug 27157"	"O=C1OC(c2ccccc2)c2ccsc2-n2cccc21"	0
"Drug 27158"	"O=C(N=C(c1ccc(F)cc1)c1ccsc1-n1cccc1)Nc1ccccc1"	0
"Drug 27159"	"O=CC(O)C(O)C(O)C(O)COP(=O)(O)Cc1ccccc1"	0
"Drug 27160"	"O=P(O)(Cc1ccccc1)OCC1(O)OCC(O)C(O)C1O"	0
"Drug 27161"	"N.O=CC(O)C(O)C(O)C(O)COP(=O)(O)Cc1ccccc1"	0
"Drug 27162"	"O=C1c2ccccc2-c2nnc(-c3ccccc3)cc21"	0
"Drug 27163"	"COc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1"	0
"Drug 27164"	"O=C1c2ccccc2-c2nnc(-c3ccc(Cl)cc3)cc21"	0
"Drug 27165"	"O=C1c2ccccc2-c2nnc(-c3ccc([N+](=O)[O-])cc3)cc21"	0
"Drug 27166"	"Cc1cc2c(nn1)-c1ccccc1C2=O"	0
"Drug 27167"	"O=C1c2ccccc2-c2nnc3c(c21)Cc1ccccc1C3"	0
"Drug 27168"	"COc1nc2c(c(=O)n1C)NC(C(O)C(O)CO)C=N2"	0
"Drug 27169"	"COc1nc2nccnc2c(=O)n1C"	0
"Drug 27170"	"Cn1c(=O)[nH]c2nccnc2c1=O"	0
"Drug 27171"	"COc1nc2c(c(=O)n1C)N(C(C)=O)C1C(N2)OCC(OC(C)=O)C1OC(C)=O"	0
"Drug 27172"	"Cc1cn(CC(=O)NCCO)c(=O)[nH]c1=O"	0
"Drug 27173"	"Cc1cn(CC(=O)NCCCO)c(=O)[nH]c1=O"	0
"Drug 27174"	"Cc1cn(CC(=O)NCCCCO)c(=O)[nH]c1=O"	0
"Drug 27175"	"N=c1ccn(CC(=O)NCCO)c(=O)[nH]1"	0
"Drug 27176"	"N=c1ccn(CC(=O)NCCCO)c(=O)[nH]1"	0
"Drug 27177"	"N=c1ccn(CC(=O)NCCCCO)c(=O)[nH]1"	0
"Drug 27178"	"Nc1ncnc2c1ncn2CC(=O)NCCO"	0
"Drug 27179"	"Nc1ncnc2c1ncn2CC(=O)NCCCO"	0
"Drug 27180"	"Nc1ncnc2c1ncn2CC(=O)NCCCCO"	0
"Drug 27181"	"O=P(O)(O)CCON=Cc1cnc(O)nc1O.[NaH]"	0
"Drug 27182"	"O=c1ccn(CC=NOCCP(=O)(O)O)c(=O)[nH]1.[NaH]"	0
"Drug 27183"	"CC1=NC(C)(C)N(O)C1(C)C"	0
"Drug 27184"	"C[C-]1[N+](=O)C(C)(C)N(O)C1(C)C"	0
"Drug 27185"	"CC1(C)N=C(C=NO)C(C)(C)N1O"	0
"Drug 27186"	"CC(=O)O.ON=C1CCCCC1NO"	0
"Drug 27187"	"CC1(C)N=C([C-](Cl)[N+](=O)C(=O)c2ccc(F)cc2)C(C)(C)N1O"	0
"Drug 27188"	"CC1(C)[C-](C=NO)[N+](=O)C(C)(C)N1O"	0
"Drug 27189"	"C=C1N(C=O)C(C)(C)N(O)C1(C)C"	0
"Drug 27190"	"CC1=NC(C)(C)[N+]([O-])=C1"	0
"Drug 27191"	"CC(C)(C=NO)[N+](=O)[CH-]c1ccccc1"	0
"Drug 27192"	"CC(C)(NO)C(=NO)c1ccco1"	0
"Drug 27193"	"CC(=O)O.ON=C1CCCCCC1NO"	0
"Drug 27194"	"CC12CCCCC1=[N+]([O-])C(C)(C)N2O"	0
"Drug 27195"	"Oc1c(N2CCCCC2)cc(-c2cc(N3CCCCC3)c(O)c3ccccc23)c2ccccc12"	0
"Drug 27196"	"CCC(=NNC(N)=S)C(C)=NO"	0
"Drug 27197"	"CC1=[N+]([O-])C2(CCCC2)N(O)C1(C)C"	0
"Drug 27198"	"C1=CC2=CC=CC3c4nc5ccc6ccccc6c5nc4C(=C1)C23"	0
"Drug 27199"	"CC1(C)CC(C#Cc2ccccc2)CC(C)(C)N1O"	0
"Drug 27200"	"CC1(C)N[C-](C(=O)c2ccccc2)[N+](=O)C1(O)c1ccccc1"	0
"Drug 27201"	"CC1(C)[N+]([O-])=[N+]([O-])C1(Br)c1ccccc1"	0
"Drug 27202"	"CC1(C)C2CC(c3ccncc3)ON2C(C)(C)N1O"	0
"Drug 27203"	"COC(=O)C1ON2C(C1C(=O)OC)C(C)(C)N(O)C2(C)C"	0
"Drug 27204"	"CC1(C)[CH-][N+](=O)C(C)(C)N1"	0
"Drug 27205"	"CC[C-]1[N+](=O)C(C)(C)NC1(C)C"	0
"Drug 27206"	"CC1(C)[C-](C#N)[N+](=O)C(C)(C)N1O"	0
"Drug 27207"	"CC1(C)N=C([C-](C#N)[N+](=O)C(=O)c2ccccc2)C(C)(C)N1O"	0
"Drug 27208"	"CC1(C)N=C(C(Cl)=[N+]([O-])C(=O)c2ccc(Cl)cc2)C(C)(C)N1O"	0
"Drug 27209"	"CC1(C)NC(=CC=O)C(C)(C)N1O"	0
"Drug 27210"	"CC1(C)NC(C)(C)C(=NO)C(=NO)C1=NO"	0
"Drug 27211"	"O=[N+]([O-])C1([N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])c2nn(-c3ccccc3)nc21"	0
"Drug 27212"	"n1nc2c([nH]1)c1nn[nH]c1c1nn[nH]c21"	0
"Drug 27213"	"O=C(O)c1nn(-c2ccccc2)nc1-c1nn(-c2ccccc2)nc1C(=O)O"	0
"Drug 27214"	"O=[N+]([O-])C1=C[C-]2C(=[N+]([O-])C3(CCCCC3)[N+]2=O)C=C1"	0
"Drug 27215"	"ON=C1CCCc2nonc21"	0
"Drug 27216"	"NN=C1CCCc2nonc21"	0
"Drug 27217"	"ON=C1CCc2nonc2C1=NNc1ccccc1"	0
"Drug 27218"	"NN=C1C(=NO)CCc2nonc21"	0
"Drug 27219"	"O=[N+]([O-])C1([N+](=O)[O-])CCCc2nonc21"	0
"Drug 27220"	"O=C1NCCCc2nonc21"	0
"Drug 27221"	"NCCCc1nonc1C(=O)O"	0
"Drug 27222"	"CC(=O)c1ccc(N=Nc2ccc3nonc3c2N)cc1"	0
"Drug 27223"	"Cc1noc(C)c1N=Nc1ccc2nonc2c1N"	0
"Drug 27224"	"c1ccc(-n2nc3ccc4nonc4c3n2)cc1"	0
"Drug 27225"	"COc1cc2nn(-c3ccccc3)nc2c2nonc12"	0
"Drug 27226"	"CN(C)C=Nc1ccc2nonc2c1"	0
"Drug 27227"	"CN(C)C=Nc1c(Br)cc(Br)c2nonc12"	0
"Drug 27228"	"NN=C1CCCc2c1no[n+]2[O-]"	0
"Drug 27229"	"COC1(OC)CCCc2c1no[n+]2[O-]"	0
"Drug 27230"	"COC1(OC)c2no[n+]([O-])c2CCC1O"	0
"Drug 27231"	"[O-][n+]1onc2c1C(=NO)CCC2"	0
"Drug 27232"	"O=[N+]([O-])C1([N+](=O)[O-])CC2(Cc3c1no[n+]3[O-])OCCO2"	0
"Drug 27233"	"[O-][n+]1onc2c1CCC(=NO)C2=NNc1ccccc1"	0
"Drug 27234"	"O=[n+]1onc2[c-]1-c1nonc1CC2"	0
"Drug 27235"	"O=[n+]1onc2c3nn(-c4ccccc4)nc3cc[c-]21"	0
"Drug 27236"	"COC1(OC)c2no[n+]([O-])c2C(OC)(OC)[c-]2c1no[n+]2=O"	0
