DrugBank ID,Name,Drug Groups,SMILES,Formula,ChemSpider ID,Wikipedia ID
DB04813,Bithionol,approved; withdrawn,OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl,C12H6Cl4O2S,2313.0,Bithionol
DB04815,Clioquinol,approved; vet_approved; withdrawn,OC1=C(I)C=C(Cl)C2=C1N=CC=C2,C9H5ClINO,2686.0,Clioquinol
DB04816,Dantron,approved; investigational; withdrawn,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,C14H8O4,2845.0,Dantron
DB04817,Metamizole,approved; investigational; withdrawn,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,C13H17N3O4S,3000.0,Metamizole
DB04820,Nialamide,approved; withdrawn,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,C16H18N4O2,4317.0,Nialamide
DB04821,Nomifensine,approved; withdrawn,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,C16H18N2,4371.0,Nomifensine
DB04822,Oxeladin,approved; withdrawn,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,C20H33NO3,4458.0,Oxeladin
DB04824,Phenolphthalein,approved; withdrawn,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,C20H14O4,4600.0,Phenolphthalein
DB04825,Prenylamine,approved; withdrawn,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,C24H27N,9418.0,Prenylamine
DB04826,Thenalidine,approved; withdrawn,CN1CCC(CC1)N(CC1=CC=CS1)C1=CC=CC=C1,C17H22N2S,25957.0,Thenalidine
DB04827,Urethane,approved; withdrawn,CCOC(N)=O,C3H7NO2,5439.0,Urethane
DB04832,Zimelidine,approved; withdrawn,CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,C16H17BrN2,4517305.0,Zimelidine
DB04834,Rapacuronium,approved; withdrawn,[H][C@@]12C[C@@H]([C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(CC=C)CCCCC1,C37H61N2O4,4470890.0,Rapacuronium
DB04835,Maraviroc,approved; investigational,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,C29H41F2N5O,20078004.0,Maraviroc
DB04837,Clofedanol,approved; withdrawn,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,C17H20ClNO,2693.0,Clofedanol
DB04838,Cyclandelate,approved,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,C17H24O3,2790.0,Cyclandelate
DB04839,Cyproterone acetate,approved; investigational,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],C24H29ClO4,9496.0,Cyproterone_acetate
DB04840,Debrisoquine,approved; investigational,NC(=N)N1CCC2=CC=CC=C2C1,C10H13N3,2860.0,Debrisoquine
DB04841,Flunarizine,approved,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,C26H26F2N2,819216.0,Flunarizine
DB04842,Fluspirilene,approved; investigational,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,C29H31F2N3O,3279.0,Fluspirilene
DB04843,Mepenzolate,approved,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C21H26NO3,3917.0,Mepenzolate
DB04844,Tetrabenazine,approved; investigational,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,C19H27NO3,5796.0,Tetrabenazine
DB04845,Ixabepilone,approved; investigational,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,C27H42N2O5S,20145579.0,Ixabepilone
DB04846,Celiprolol,approved; investigational,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,C20H33N3O4,2563.0,Celiprolol
DB04847,Roxadustat,approved; investigational,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC1=CC=CC=C1)C=C2,C19H16N2O5,9431690.0,Roxadustat
DB04854,Febuxostat,approved,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,C16H16N2O3S,118173.0,Febuxostat
DB04855,Dronedarone,approved,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,C31H44N2O5S,180996.0,Dronedarone
DB04861,Nebivolol,approved; investigational,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,C22H25F2NO4,64421.0,Nebivolol
DB04864,Huperzine A,approved; experimental,[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,C15H18N2O,16736021.0,Huperzine_A
DB04865,Omacetaxine mepesuccinate,approved; investigational,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],C29H39NO9,251215.0,Omacetaxine_mepesuccinate
DB04868,Nilotinib,approved; investigational,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,C28H22F3N7O,559260.0,Nilotinib
DB04871,Lorcaserin,approved,C[C@H]1CNCCC2=CC=C(Cl)C=C12,C11H14ClN,9833595.0,Lorcaserin
DB04876,Vildagliptin,approved; investigational,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,C17H25N3O2,5293734.0,Vildagliptin
DB04880,Enoximone,approved; investigational,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,C12H12N2O2S,48492.0,Enoximone
DB04890,Bepotastine,approved,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,C21H25ClN2O3,2260.0,Bepotastine
DB04896,Milnacipran,approved; investigational,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,C15H22N2O,9797657.0,Milnacipran
DB04898,Ximelagatran,approved; investigational; withdrawn,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,C24H35N5O5,7848559.0,Ximelagatran
DB04908,Flibanserin,approved; investigational,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,C20H21F3N4O,5293454.0,Flibanserin
DB04911,Oritavancin,approved; investigational,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,C86H97Cl3N10O26,17286443.0,Oritavancin
DB04918,Ceftobiprole,approved; investigational,[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,C20H22N8O6S2,23350302.0,Ceftobiprole
DB04920,Clevidipine,approved; investigational,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,C21H23Cl2NO6,135722.0,Clevidipine
DB04930,Permethrin,approved; investigational,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,C21H20Cl2O3,36845.0,Permethrin
DB04931,Afamelanotide,approved; investigational,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,C78H111N21O19,17310725.0,Melanotan
DB04938,Ospemifene,approved; investigational,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,C24H23ClO2,2300501.0,Ospemifene
DB04941,Crofelemer,approved,,,,Crofelemer
DB04946,Iloperidone,approved,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,C24H27FN2O4,64459.0,Iloperidone
DB04948,Lofexidine,approved; investigational,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,C11H12Cl2N2O,28460.0,Lofexidine
DB04951,Pirfenidone,approved; investigational,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,C12H11NO,37115.0,Pirfenidone
DB04953,Ezogabine,approved; investigational,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,C16H18FN3O2,108740.0,Retigabine
DB05013,Ingenol mebutate,approved,[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C,C25H34O6,28533061.0,Ingenol_mebutate
DB05015,Belinostat,approved; investigational,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,C15H14N2O4S,5293831.0,Belinostat
DB05016,Ataluren,approved; investigational,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,C15H9FN2O3,9394889.0,Ataluren
DB05018,Migalastat,approved; investigational,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,C6H13NO4,153388.0,Migalastat
DB05039,Indacaterol,approved,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,C24H28N2O3,5293751.0,Indacaterol
DB05057,Erdosteine,approved; investigational,OC(=O)CSCC(=O)NC1CCSC1=O,C8H11NO4S2,59073.0,Erdosteine
DB05109,Trabectedin,approved; investigational,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,C39H43N3O11S,97236.0,Trabectedin
DB05154,Pretomanid,approved,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,C14H12F3N3O5,401693.0,Pretomanid
DB05219,Crisaborole,approved; investigational,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,C14H10BNO3,24701949.0,Crisaborole
DB05239,Cobimetinib,approved; investigational,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,C21H21F3IN3O2,17349374.0,Cobimetinib
DB05245,Silver sulfadiazine,approved; vet_approved,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,C10H9AgN4O2S,390017.0,Silver_sulfadiazine
DB05246,Methsuximide,approved,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,C12H13NO2,6231.0,Mesuximide
DB05260,Gallium nitrate,approved; investigational,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,GaN3O9,55543.0,Gallium_nitrate
DB05271,Rotigotine,approved,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,C19H25NOS,53406.0,Rotigotine
DB05273,Samarium (153Sm) lexidronam,approved; investigational,[153Sm+3].OP(O)(=O)CN(CCN(CP(O)([O-])=O)CP(O)([O-])=O)CP(O)([O-])=O,C6H17N2O12P4Sm,143933.0,Samarium_(153Sm)_lexidronam
DB05294,Vandetanib,approved,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,C22H24BrFN4O2,2338979.0,Vandetanib
DB05316,Pimavanserin,approved; investigational,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,C25H34FN3O2,8246736.0,Pimavanserin
DB05351,Dexlansoprazole,approved; investigational,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,7852369.0,Dexlansoprazole
DB05381,Histamine,approved; investigational,NCCC1=CNC=N1,C5H9N3,753.0,Histamine
DB05382,Iodine,approved; investigational,II,I2,785.0,Iodine
DB05389,Tetrachlorodecaoxide,approved; investigational,O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O,Cl4H2O11,2272021.0,WF10
DB05521,Telaprevir,approved; withdrawn,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,C36H53N7O6,2279948.0,Telaprevir
DB05528,Mipomersen,approved; investigational,COCCO[C@H]1[C@@H](O)[C@H](COP(O)(=O)S[C@H]2[C@H](COP(O)(=O)S[C@H]3[C@H](COP(O)(=O)S[C@H]4[C@H](COP(O)(=O)S[C@@H]5[C@@H](COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@H]6C[C@@H](O[C@@H]6COP(O)(=O)S[C@@H]6[C@@H](COP(O)(=O)S[C@@H]7[C@@H](COP(O)(=O)S[C@@H]8[C@@H](COP(O)(=O)S[C@@H]9[C@@H](COP(O)(=O)S[C@@H]%10[C@@H](CO)O[C@H]([C@@H]%10OCCOC)N%10C=NC%11=C%10N=C(N)NC%11=O)O[C@H]([C@@H]9OCCOC)N9C=C(C)C(N)=NC9=O)O[C@H]([C@@H]8OCCOC)N8C=C(C)C(N)=NC8=O)O[C@H]([C@@H]7OCCOC)N7C=C(C)C(=O)NC7=O)O[C@H]([C@@H]6OCCOC)N6C=C(C)C(N)=NC6=O)N6C=NC7=C6N=CN=C7N)N6C=NC7=C6N=C(N)NC7=O)N6C=C(C)C(=O)NC6=O)N6C=C(C)C(N)=NC6=O)N6C=C(C)C(=O)NC6=O)N6C=NC7=C6N=C(N)NC7=O)N6C=C(C)C(N)=NC6=O)N6C=C(C)C(=O)NC6=O)N6C=C(C)C(=O)NC6=O)N6C=C(C)C(N)=NC6=O)O[C@H]([C@@H]5OCCOC)N5C=NC6=C5N=C(N)NC6=O)O[C@@H]([C@H]4OCCOC)N4C=C(C)C(N)=NC4=O)O[C@@H]([C@H]3OCCOC)N3C=NC4=C3N=CN=C4N)O[C@@H]([C@H]2OCCOC)N2C=C(C)C(N)=NC2=O)O[C@@H]1N1C=C(C)C(N)=NC1=O,C230H324N67O122P19S19,58134079.0,Mipomersen
DB05541,Brivaracetam,approved; investigational,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,C11H20N2O2,8012964.0,Brivaracetam
DB05630,Sodium stibogluconate,approved; investigational,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,C12H35Na3O26Sb2,27471272.0,Sodium_stibogluconate
DB05667,Levoketoconazole,approved; investigational,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C26H28Cl2N4O4,43284.0,Levoketoconazole
DB05676,Apremilast,approved; investigational,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,C22H24N2O7S,9736448.0,Apremilast
DB05812,Abiraterone,approved,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO,117349.0,Abiraterone_acetate
DB05990,Obeticholic acid,approved,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C26H44O4,394730.0,Obeticholic_acid
DB06016,Cariprazine,approved; investigational,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,C21H32Cl2N4O,25999972.0,Cariprazine
DB06077,Lumateperone,approved; investigational,[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,C24H28FN3O,19328801.0,Lumateperone
DB06119,Cenobamate,approved; investigational,NC(=O)O[C@@H](CN1N=CN=N1)C1=C(Cl)C=CC=C1,C10H10ClN5O2,10136642.0,Cenobamate
DB06137,Tirbanibulin,approved; investigational,O=C(CC1=CC=C(C=N1)C1=CC=C(OCCN2CCOCC2)C=C1)NCC1=CC=CC=C1,C26H29N3O3,24633341.0,Tirbanibulin
DB06144,Sertindole,approved; investigational; withdrawn,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,C24H26ClFN4O,54229.0,Sertindole
DB06145,Spiramycin,approved,[H][C@@]1(CC[C@@H]([C@@H](C)O1)N(C)C)O[C@H]1\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O[C@@]3([H])C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@H]1C,C43H74N2O14,4451378.0,Spiramycin
DB06147,Sulfathiazole,approved; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,C9H9N3O2S2,5148.0,Sulfathiazole
DB06148,Mianserin,approved; investigational,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,C18H20N2,4040.0,Mianserin
DB06149,Teicoplanin,approved; investigational,,,,Teicoplanin
DB06150,Sulfadimethoxine,approved; vet_approved,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,C12H14N4O4S,5132.0,Sulfadimethoxine
DB06151,Acetylcysteine,approved; investigational,CC(=O)N[C@@H](CS)C(O)=O,C5H9NO3S,11540.0,Acetylcysteine
DB06152,Nylidrin,approved,CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,C19H25NO2,4407.0,Nylidrin
DB06153,Pizotifen,approved,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,C19H21NS,25497.0,Pizotifen
DB06154,Pentaerythritol tetranitrate,approved,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,C5H8N4O12,6271.0,Pentaerythritol_tetranitrate
DB06155,Rimonabant,approved; investigational,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,C22H21Cl3N4O,94641.0,Rimonabant
DB06174,Noscapine,approved; investigational,[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12,C22H23NO7,242139.0,Noscapine
DB06176,Romidepsin,approved; investigational,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,C24H36N4O6S2,10122002.0,Romidepsin
DB06193,Pixantrone,approved; investigational,NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O,C17H19N5O2,118174.0,Pixantrone
DB06196,Icatibant,approved; investigational,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,C59H89N19O13S,5293384.0,Icatibant
DB06201,Rufinamide,approved,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,C10H8F2N4O,114471.0,Rufinamide
DB06202,Lasofoxifene,approved; investigational,[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,C28H31NO2,187585.0,Lasofoxifene
DB06203,Alogliptin,approved,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C18H21N5O2,9625485.0,Alogliptin
DB06204,Tapentadol,approved,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,C14H23NO,8013742.0,Tapentadol
DB06206,Sugammadex,approved,O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,C72H112O48S8,32689915.0,Sugammadex
DB06207,Silodosin,approved,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,C25H32F3N3O4,4471557.0,Silodosin
DB06209,Prasugrel,approved,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,C20H20FNO3S,5293653.0,Prasugrel
DB06210,Eltrombopag,approved,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,C25H22N4O4,19879943.0,Eltrombopag
DB06211,Doripenem,approved; investigational,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C15H24N4O6S2,66040.0,Doripenem
DB06212,Tolvaptan,approved,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,C26H25ClN2O3,391976.0,Tolvaptan
DB06213,Regadenoson,approved; investigational,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,C15H18N8O5,189859.0,Regadenoson
DB06215,Ferumoxytol,approved; investigational,[O--].[O--].[O--].[O--].[Fe++].[Fe+3].[Fe+3],Fe3O4,4937312.0,"Iron(II,III)_oxide"
DB06216,Asenapine,approved,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,C17H16ClNO,8079624.0,Asenapine
DB06217,Vernakalant,approved; investigational,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,C20H31NO4,8105680.0,Vernakalant
DB06218,Lacosamide,approved,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,C13H18N2O3,189902.0,Lacosamide
DB06219,Dalbavancin,approved; investigational,,,30791917.0,Dalbavancin
DB06228,Rivaroxaban,approved,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,C19H18ClN3O5S,8051086.0,Rivaroxaban
DB06230,Nalmefene,approved; investigational; withdrawn,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,C21H25NO3,4447642.0,Nalmefene
DB06234,Maribavir,approved; investigational,CC(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,C15H19Cl2N3O4,413807.0,Maribavir
DB06237,Avanafil,approved,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,C23H26ClN7O3,8045620.0,Avanafil
DB06243,Eflornithine,approved; withdrawn,NCCCC(N)(C(F)F)C(O)=O,C6H12F2N2O2,2902.0,Eflornithine
DB06249,Arzoxifene,approved; investigational,COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,C28H29NO4S,156104.0,Arzoxifene
DB06261,Hexaminolevulinate,approved,[H]N([H])CC(=O)CCC(=O)OCCCCCC,C11H21NO3,4938272.0,Cysview
DB06262,Droxidopa,approved; investigational,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,C9H11NO5,83927.0,Droxidopa
DB06267,Udenafil,approved; investigational,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,C25H36N6O4S,5293720.0,Udenafil
DB06268,Sitaxentan,approved; investigational; withdrawn,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,C18H15ClN2O6S2,187436.0,Sitaxentan
DB06274,Alvimopan,approved; investigational,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,C25H32N2O4,4589864.0,Alvimopan
